"sura_id","aya_id","count"
3,199,"68"
87,3,"68"
17,68,"68"
56,17,"68"
56,37,"68"
39,69,"68"
11,37,"68"
21,18,"68"
9,104,"68"
4,18,"68"
77,3,"68"
3,42,"68"
7,95,"68"
9,61,"68"
19,12,"68"
4,11,"68"
27,47,"68"
2,218,"68"
5,105,"68"
81,1,"68"
9,106,"68"
18,61,"68"
17,14,"68"
88,3,"68"
43,86,"68"
18,52,"68"
27,25,"68"
78,36,"68"
17,69,"68"
15,24,"68"
72,18,"68"
50,9,"68"
58,22,"68"
37,3,"68"
17,29,"68"
51,19,"68"
52,30,"67"
56,5,"67"
27,39,"67"
6,137,"67"
7,140,"67"
2,156,"67"
56,13,"67"
20,87,"67"
87,13,"67"
95,3,"67"
18,49,"67"
18,86,"67"
61,5,"67"
22,55,"67"
31,22,"67"
62,2,"67"
81,2,"67"
50,45,"67"
3,172,"67"
83,15,"67"
3,139,"67"
56,95,"67"
43,89,"67"
51,13,"67"
36,56,"67"
2,254,"67"
19,86,"67"
18,26,"67"
18,59,"67"
22,18,"67"
17,102,"67"
53,40,"67"
4,15,"67"
51,8,"67"
9,49,"67"
2,168,"67"
78,1,"67"
106,2,"67"
4,66,"67"
58,7,"67"
27,6,"67"
15,80,"67"
18,93,"67"
16,1,"67"
10,90,"67"
37,164,"67"
11,61,"67"
11,100,"67"
55,39,"67"
80,30,"67"
15,98,"67"
70,1,"67"
56,33,"67"
10,53,"67"
56,71,"67"
52,3,"67"
24,15,"67"
16,6,"67"
89,5,"67"
79,10,"67"
24,60,"67"
9,70,"67"
55,29,"67"
14,49,"67"
5,16,"67"
18,34,"67"
63,7,"67"
36,2,"67"
51,10,"67"
42,2,"67"
15,9,"67"
37,6,"67"
100,4,"67"
15,17,"67"
59,8,"67"
80,6,"67"
3,26,"67"
55,60,"67"
47,33,"67"
20,58,"67"
56,19,"67"
3,122,"67"
35,21,"67"
43,41,"67"
3,1,"67"
57,1,"67"
25,24,"67"
4,37,"67"
13,3,"67"
43,58,"67"
68,11,"67"
6,39,"67"
14,17,"67"
29,29,"67"
7,89,"67"
20,96,"67"
7,20,"67"
9,75,"67"
89,7,"67"
7,28,"67"
20,63,"67"
2,136,"67"
42,25,"67"
75,1,"67"
37,12,"67"
28,34,"67"
21,19,"67"
42,1,"67"
74,39,"67"
8,6,"67"
20,72,"67"
6,45,"67"
101,1,"67"
85,2,"67"
65,12,"67"
99,1,"67"
79,4,"67"
8,12,"67"
28,5,"67"
6,115,"67"
86,4,"67"
29,48,"67"
6,143,"67"
7,152,"67"
52,49,"67"
13,22,"67"
18,96,"67"
9,84,"67"
7,138,"67"
78,33,"67"
39,71,"67"
6,50,"67"
74,38,"67"
37,106,"67"
19,64,"67"
21,1,"67"
72,22,"67"
43,2,"67"
36,29,"67"
28,20,"67"
20,14,"67"
4,42,"67"
3,88,"67"
9,107,"67"
41,37,"67"
9,98,"67"
6,114,"67"
38,31,"67"
6,113,"67"
16,32,"67"
10,87,"67"
57,29,"67"
7,21,"67"
20,113,"67"
8,26,"67"
43,35,"67"
2,56,"67"
3,4,"67"
21,15,"67"
3,117,"67"
12,22,"67"
4,81,"67"
39,30,"67"
4,55,"67"
17,28,"67"
8,66,"67"
78,6,"67"
47,20,"67"
6,154,"67"
69,17,"67"
50,5,"67"
16,37,"67"
19,58,"67"
39,10,"67"
8,5,"67"
75,8,"67"
94,1,"67"
40,37,"67"
2,91,"67"
7,16,"67"
19,3,"67"
37,5,"67"
25,20,"67"
18,78,"67"
18,68,"67"
6,33,"67"
47,22,"67"
2,103,"67"
41,54,"67"
29,5,"67"
64,11,"67"
3,143,"67"
50,40,"67"
47,2,"67"
3,68,"67"
8,53,"67"
19,67,"67"
5,94,"67"
13,16,"67"
36,13,"67"
83,25,"67"
25,1,"67"
20,50,"67"
19,22,"67"
12,77,"67"
6,12,"67"
35,35,"67"
16,10,"67"
20,54,"67"
84,14,"67"
36,67,"67"
22,3,"67"
20,69,"67"
33,10,"67"
59,10,"67"
2,157,"67"
28,56,"67"
50,18,"67"
78,34,"67"
28,32,"67"
84,18,"67"
6,83,"67"
6,87,"67"
34,1,"67"
37,146,"67"
36,14,"67"
67,3,"67"
78,23,"67"
46,20,"67"
9,91,"67"
73,2,"67"
11,72,"67"
57,14,"67"
99,8,"67"
27,91,"67"
32,30,"67"
86,9,"67"
9,124,"67"
90,6,"67"
33,26,"67"
5,106,"67"
36,43,"67"
15,3,"67"
29,64,"67"
19,11,"67"
19,78,"67"
5,38,"67"
43,77,"67"
43,79,"67"
29,69,"67"
43,67,"67"
23,113,"67"
12,37,"67"
92,1,"67"
7,86,"67"
49,4,"67"
16,21,"67"
11,42,"67"
11,24,"67"
8,39,"67"
4,75,"67"
23,96,"67"
2,172,"67"
16,103,"67"
17,73,"67"
36,66,"67"
34,45,"67"
27,37,"67"
18,42,"67"
9,30,"67"
4,145,"67"
5,14,"67"
9,72,"67"
91,1,"67"
69,18,"67"
7,78,"67"
26,89,"67"
23,55,"67"
10,61,"67"
7,203,"67"
7,155,"67"
56,18,"67"
56,86,"67"
44,17,"67"
11,116,"67"
7,55,"67"
6,110,"67"
55,9,"67"
41,24,"67"
12,10,"67"
86,3,"67"
52,9,"67"
2,206,"67"
2,188,"67"
80,17,"67"
35,45,"67"
18,12,"67"
92,3,"67"
37,67,"67"
57,10,"67"
102,8,"67"
20,59,"67"
10,93,"67"
7,73,"67"
21,47,"67"
77,8,"67"
16,26,"67"
27,21,"67"
80,31,"67"
83,9,"67"
2,227,"67"
34,16,"67"
2,134,"67"
55,12,"67"
23,52,"67"
3,34,"67"
3,71,"67"
39,22,"67"
5,117,"67"
29,21,"67"
36,72,"67"
9,82,"67"
16,89,"67"
8,67,"67"
61,4,"67"
18,40,"67"
20,86,"67"
36,70,"67"
39,21,"67"
90,3,"67"
51,29,"67"
36,49,"67"
44,18,"67"
4,176,"67"
23,76,"67"
21,90,"67"
39,17,"67"
7,160,"67"
7,128,"67"
75,23,"67"
79,2,"67"
38,33,"67"
50,22,"67"
25,28,"67"
5,97,"67"
2,202,"67"
27,16,"67"
58,12,"67"
18,62,"67"
18,45,"67"
21,43,"67"
88,4,"67"
47,30,"67"
78,3,"67"
27,82,"67"
16,127,"67"
15,27,"67"
35,13,"67"
12,111,"67"
53,19,"67"
87,5,"67"
5,114,"67"
27,29,"67"
68,42,"67"
50,6,"67"
50,15,"67"
36,30,"67"
7,157,"67"
3,87,"67"
28,25,"67"
18,10,"67"
53,17,"67"
15,14,"67"
37,9,"67"
11,118,"67"
55,54,"67"
2,261,"67"
19,17,"67"
6,67,"67"
36,11,"67"
6,89,"67"
2,140,"67"
37,89,"67"
27,18,"67"
23,66,"67"
83,36,"67"
78,26,"67"
12,40,"67"
39,7,"67"
69,11,"67"
33,59,"67"
75,29,"67"
20,2,"67"
3,86,"67"
21,10,"67"
3,8,"67"
68,13,"67"
22,37,"67"
11,56,"67"
9,21,"67"
7,83,"67"
16,44,"67"
37,84,"67"
30,18,"67"
42,51,"67"
94,8,"67"
9,57,"67"
88,25,"67"
8,27,"67"
17,97,"67"
28,51,"67"
23,3,"67"
36,42,"67"
10,39,"67"
37,177,"67"
18,1,"67"
41,40,"67"
18,23,"67"
5,28,"67"
16,75,"67"
9,43,"67"
45,14,"67"
47,14,"67"
23,97,"67"
69,2,"67"
96,18,"67"
101,4,"67"
30,54,"67"
12,8,"67"
82,5,"67"
6,10,"67"
18,15,"67"
29,10,"67"
9,6,"67"
75,27,"67"
27,34,"67"
15,40,"67"
53,53,"67"
10,27,"67"
51,41,"67"
36,7,"67"
12,32,"67"
3,118,"67"
109,6,"67"
7,144,"67"
7,130,"67"
6,129,"67"
6,13,"67"
60,4,"67"
31,13,"67"
4,97,"67"
9,90,"67"
16,66,"67"
2,262,"67"
76,8,"67"
17,15,"67"
18,11,"67"
9,13,"67"
12,72,"67"
68,4,"67"
5,93,"67"
9,86,"67"
107,5,"67"
27,44,"67"
25,22,"67"
14,34,"67"
9,24,"67"
27,11,"67"
22,33,"67"
40,12,"67"
3,3,"67"
7,117,"67"
100,2,"67"
27,31,"67"
9,42,"67"
7,99,"67"
32,8,"67"
11,52,"67"
53,56,"67"
14,50,"67"
6,116,"67"
4,27,"67"
113,4,"67"
7,96,"67"
74,30,"67"
80,28,"67"
18,41,"67"
17,104,"67"
18,2,"67"
8,64,"67"
7,171,"67"
33,5,"67"
79,7,"67"
50,19,"67"
42,32,"67"
12,92,"67"
56,65,"67"
81,26,"67"
17,106,"67"
2,83,"67"
3,67,"67"
9,110,"67"
98,8,"67"
62,5,"67"
44,32,"67"
67,2,"67"
90,15,"67"
53,49,"67"
36,18,"67"
36,62,"67"
44,47,"67"
9,80,"67"
10,22,"67"
28,7,"67"
23,27,"67"
28,68,"67"
27,83,"67"
50,8,"67"
6,165,"67"
8,65,"67"
17,84,"67"
37,165,"67"
40,5,"67"
47,3,"67"
56,10,"67"
3,181,"67"
17,90,"67"
4,71,"67"
74,8,"67"
6,5,"67"
27,22,"67"
7,4,"67"
42,5,"67"
33,56,"67"
30,43,"67"
75,11,"67"
50,32,"67"
6,17,"67"
35,11,"67"
83,24,"67"
6,68,"67"
43,26,"67"
58,1,"67"
21,84,"67"
38,63,"67"
5,37,"67"
96,17,"67"
39,49,"67"
50,14,"67"
3,19,"67"
4,13,"67"
18,101,"67"
38,45,"67"
31,16,"67"
50,11,"67"
22,73,"67"
25,73,"67"
59,19,"67"
68,48,"67"
87,9,"67"
85,1,"67"
28,22,"67"
76,21,"67"
58,8,"67"
42,28,"67"
88,22,"67"
9,4,"67"
31,33,"67"
36,58,"67"
7,202,"67"
17,107,"67"
80,15,"67"
17,4,"67"
6,42,"67"
12,44,"67"
6,123,"67"
22,39,"67"
32,29,"67"
75,7,"67"
18,16,"67"
9,113,"67"
66,1,"67"
35,19,"67"
51,24,"67"
56,46,"67"
29,49,"67"
27,87,"67"
48,27,"67"
7,146,"67"
4,62,"67"
36,27,"67"
7,181,"67"
12,76,"67"
20,61,"67"
39,5,"67"
41,19,"67"
17,31,"67"
6,31,"67"
57,4,"67"
17,6,"67"
79,11,"67"
50,38,"67"
53,34,"67"
14,31,"67"
6,104,"67"
32,11,"67"
90,17,"67"
6,147,"67"
56,6,"67"
6,59,"67"
22,32,"67"
9,33,"67"
12,15,"67"
7,92,"67"
4,92,"67"
9,101,"67"
19,82,"67"
55,70,"67"
15,95,"67"
19,10,"67"
6,34,"67"
12,38,"67"
2,150,"67"
3,75,"67"
89,14,"67"
90,14,"67"
24,5,"66"
67,30,"66"
53,20,"66"
61,2,"66"
91,2,"66"
52,44,"66"
74,6,"66"
78,13,"66"
18,97,"66"
10,96,"66"
11,102,"66"
10,13,"66"
10,101,"66"
78,14,"66"
26,225,"66"
25,27,"66"
10,100,"66"
56,58,"66"
49,8,"66"
84,23,"66"
7,14,"66"
40,46,"66"
21,88,"66"
19,9,"66"
6,111,"66"
25,75,"66"
7,12,"66"
28,48,"66"
6,18,"66"
17,20,"66"
4,64,"66"
30,10,"66"
56,28,"66"
30,31,"66"
55,10,"66"
2,270,"66"
37,144,"66"
23,99,"66"
38,11,"66"
16,128,"66"
81,19,"66"
31,28,"66"
17,67,"66"
8,32,"66"
7,97,"66"
34,24,"66"
4,121,"66"
12,27,"66"
69,12,"66"
93,5,"66"
10,16,"66"
14,1,"66"
3,130,"66"
10,108,"66"
26,218,"66"
44,58,"66"
35,20,"66"
52,47,"66"
78,25,"66"
25,48,"66"
3,53,"66"
17,58,"66"
5,7,"66"
23,54,"66"
6,148,"66"
77,32,"66"
55,66,"66"
53,23,"66"
8,50,"66"
57,15,"66"
67,19,"66"
3,133,"66"
54,54,"66"
16,99,"66"
81,4,"66"
36,37,"66"
2,133,"66"
38,13,"66"
83,7,"66"
56,66,"66"
80,21,"66"
12,28,"66"
4,80,"66"
7,100,"66"
3,175,"66"
11,66,"66"
36,6,"66"
16,4,"66"
53,16,"66"
49,5,"66"
36,41,"66"
79,6,"66"
86,8,"66"
2,92,"66"
31,2,"66"
26,212,"66"
13,27,"66"
38,5,"66"
9,99,"66"
53,55,"66"
23,6,"66"
70,43,"66"
47,21,"66"
2,167,"66"
96,1,"66"
33,1,"66"
68,9,"66"
36,77,"66"
3,101,"66"
76,10,"66"
10,9,"66"
2,131,"66"
55,15,"66"
76,5,"66"
41,31,"66"
24,6,"66"
40,55,"66"
23,5,"66"
16,102,"66"
10,14,"66"
22,51,"66"
113,5,"66"
28,77,"66"
3,141,"66"
21,107,"66"
57,21,"66"
4,112,"66"
82,6,"66"
4,91,"66"
3,17,"66"
26,193,"66"
11,71,"66"
48,16,"66"
34,51,"66"
40,56,"66"
4,89,"66"
6,97,"66"
2,211,"66"
33,69,"66"
16,124,"66"
9,59,"66"
75,5,"66"
33,70,"66"
74,35,"66"
52,27,"66"
16,70,"66"
43,56,"66"
23,9,"66"
4,107,"66"
33,43,"66"
76,16,"66"
21,28,"66"
19,2,"66"
90,20,"66"
90,13,"66"
17,19,"66"
48,11,"66"
7,111,"66"
2,100,"66"
39,65,"66"
21,31,"66"
8,18,"66"
23,104,"66"
16,76,"66"
70,37,"66"
16,121,"66"
4,20,"66"
42,12,"66"
28,26,"66"
59,14,"66"
19,61,"66"
73,9,"66"
27,48,"66"
80,1,"66"
23,61,"66"
23,115,"66"
3,20,"66"
46,26,"66"
28,55,"66"
56,25,"66"
88,15,"66"
12,47,"66"
15,39,"66"
55,48,"66"
75,34,"66"
33,38,"66"
81,14,"66"
51,20,"66"
63,4,"66"
37,7,"66"
6,128,"66"
23,13,"66"
9,66,"66"
13,30,"66"
36,36,"66"
22,54,"66"
2,52,"66"
7,129,"66"
102,7,"66"
7,94,"66"
75,15,"66"
55,24,"66"
9,10,"66"
52,24,"66"
3,165,"66"
13,21,"66"
53,5,"66"
36,59,"66"
64,14,"66"
12,41,"66"
43,84,"66"
92,14,"66"
14,18,"66"
75,33,"66"
32,15,"66"
10,99,"66"
12,69,"66"
82,19,"66"
69,19,"66"
54,11,"66"
33,30,"66"
19,34,"66"
20,100,"66"
18,43,"66"
10,1,"66"
7,116,"66"
12,48,"66"
19,21,"66"
89,23,"66"
76,6,"66"
11,28,"66"
9,20,"66"
3,185,"66"
2,161,"66"
2,38,"66"
10,11,"66"
7,50,"66"
51,16,"66"
20,6,"66"
10,78,"66"
8,47,"66"
57,11,"66"
8,34,"66"
41,51,"66"
21,65,"66"
2,160,"66"
3,192,"66"
19,33,"66"
81,24,"66"
3,178,"66"
100,5,"66"
75,2,"66"
3,78,"66"
40,6,"66"
46,3,"66"
43,18,"66"
45,13,"66"
16,110,"66"
7,51,"66"
39,28,"66"
87,16,"66"
8,23,"66"
11,67,"66"
75,9,"66"
77,26,"66"
33,18,"66"
34,49,"66"
107,4,"66"
12,68,"66"
10,106,"66"
4,57,"66"
25,18,"66"
101,2,"66"
79,14,"66"
20,132,"66"
34,2,"66"
20,9,"66"
65,6,"66"
18,33,"66"
5,18,"66"
3,16,"66"
58,2,"66"
37,88,"66"
39,43,"66"
56,29,"66"
92,2,"66"
5,25,"66"
55,4,"66"
70,20,"66"
23,91,"66"
3,121,"66"
16,58,"66"
26,119,"66"
13,19,"66"
4,136,"66"
47,24,"66"
22,21,"66"
42,16,"66"
18,90,"66"
18,63,"66"
14,36,"66"
30,9,"66"
27,42,"66"
3,156,"66"
38,22,"66"
11,105,"66"
48,21,"66"
27,66,"66"
56,7,"66"
23,11,"66"
12,91,"66"
27,17,"66"
12,50,"66"
47,16,"66"
23,117,"66"
7,23,"66"
24,43,"66"
12,64,"66"
37,24,"66"
101,9,"66"
18,105,"66"
67,1,"66"
8,13,"66"
10,51,"66"
9,69,"66"
3,164,"66"
87,2,"66"
66,12,"66"
53,7,"66"
17,109,"66"
51,54,"66"
14,42,"66"
20,29,"66"
61,8,"66"
43,52,"66"
27,72,"66"
9,88,"66"
38,43,"66"
5,92,"66"
12,66,"66"
24,62,"66"
21,95,"66"
20,128,"66"
58,3,"66"
2,101,"66"
2,169,"66"
7,6,"66"
6,37,"66"
10,5,"66"
36,65,"66"
27,45,"66"
9,26,"66"
74,5,"66"
10,32,"66"
68,49,"66"
23,29,"66"
5,52,"66"
41,47,"66"
56,61,"66"
24,4,"66"
6,30,"66"
36,19,"66"
30,2,"66"
21,83,"66"
28,28,"66"
53,10,"66"
18,56,"66"
4,137,"66"
78,24,"66"
42,20,"66"
4,44,"66"
29,40,"66"
34,26,"66"
74,3,"66"
88,16,"66"
7,64,"66"
49,10,"66"
16,36,"66"
2,209,"66"
3,160,"66"
12,81,"66"
37,94,"66"
39,18,"66"
19,57,"66"
45,37,"66"
3,85,"66"
15,76,"66"
38,57,"66"
102,5,"66"
17,47,"66"
5,74,"66"
4,142,"66"
33,9,"66"
16,123,"66"
23,57,"66"
12,29,"66"
51,57,"66"
33,60,"66"
6,139,"66"
47,37,"66"
2,98,"66"
15,78,"66"
37,83,"66"
5,118,"66"
16,119,"66"
11,103,"66"
27,93,"66"
5,26,"66"
56,83,"66"
46,17,"66"
19,38,"66"
23,63,"66"
11,79,"66"
37,130,"66"
11,2,"66"
77,25,"66"
34,31,"66"
41,11,"66"
38,71,"66"
80,38,"66"
2,145,"66"
53,13,"66"
5,80,"66"
38,69,"66"
56,31,"66"
79,29,"66"
29,43,"66"
6,103,"66"
26,149,"66"
5,39,"66"
70,21,"66"
85,14,"66"
15,20,"66"
3,197,"66"
16,92,"66"
107,6,"66"
7,37,"66"
30,28,"66"
17,9,"66"
110,3,"66"
29,57,"66"
11,76,"66"
27,41,"66"
69,7,"66"
6,23,"66"
12,49,"66"
6,64,"66"
7,183,"66"
7,71,"66"
104,4,"66"
33,8,"66"
5,62,"66"
13,5,"66"
33,19,"66"
81,6,"66"
82,8,"66"
109,3,"66"
36,82,"66"
8,57,"66"
20,85,"66"
71,14,"66"
9,35,"66"
78,35,"66"
5,8,"66"
15,97,"66"
51,50,"66"
68,16,"66"
37,141,"66"
18,30,"66"
46,10,"66"
15,7,"66"
9,120,"66"
76,13,"66"
11,49,"66"
100,8,"66"
96,15,"66"
77,30,"66"
28,82,"66"
86,13,"66"
37,145,"66"
113,2,"66"
83,34,"66"
27,28,"66"
40,43,"66"
3,167,"66"
8,63,"66"
3,89,"66"
6,157,"66"
2,263,"66"
40,2,"66"
51,47,"66"
39,63,"66"
19,69,"66"
20,103,"66"
10,35,"66"
18,70,"66"
37,166,"66"
7,190,"66"
2,163,"66"
64,9,"66"
23,108,"66"
36,20,"66"
3,84,"66"
26,22,"66"
10,109,"66"
25,13,"66"
7,93,"66"
2,139,"66"
60,11,"66"
54,14,"66"
89,4,"66"
30,15,"66"
18,37,"66"
17,40,"66"
6,79,"66"
78,16,"66"
35,22,"66"
2,215,"66"
55,37,"66"
19,68,"66"
50,29,"66"
19,41,"66"
35,2,"66"
57,19,"66"
88,1,"66"
9,7,"66"
38,10,"66"
6,136,"66"
51,18,"66"
19,90,"66"
55,44,"66"
33,57,"66"
70,22,"66"
16,43,"66"
8,58,"66"
42,17,"66"
34,5,"66"
12,59,"66"
68,51,"66"
8,8,"66"
105,4,"66"
20,77,"66"
8,10,"66"
27,59,"66"
16,59,"66"
6,132,"66"
18,94,"66"
20,119,"66"
28,8,"66"
80,25,"66"
51,12,"66"
55,7,"66"
7,185,"66"
54,49,"66"
59,18,"66"
34,34,"66"
4,139,"66"
9,44,"66"
18,76,"66"
9,93,"66"
76,28,"66"
3,91,"66"
34,17,"66"
80,23,"66"
56,36,"66"
3,155,"66"
6,149,"66"
76,15,"66"
20,97,"66"
26,18,"66"
27,80,"66"
54,53,"66"
16,91,"66"
10,105,"66"
76,17,"66"
16,100,"66"
6,126,"66"
25,43,"66"
48,12,"66"
86,10,"66"
8,73,"66"
57,7,"66"
55,2,"66"
16,80,"66"
77,33,"66"
12,101,"66"
14,23,"66"
44,42,"66"
37,49,"66"
3,147,"66"
28,79,"66"
36,57,"66"
3,80,"66"
21,27,"66"
3,30,"66"
30,27,"66"
75,36,"66"
2,112,"66"
23,56,"66"
68,25,"66"
53,6,"66"
4,118,"66"
79,3,"66"
22,72,"66"
12,54,"66"
15,48,"66"
2,174,"66"
41,4,"66"
53,15,"66"
68,2,"66"
25,55,"66"
13,38,"66"
15,54,"66"
14,3,"66"
79,30,"66"
54,2,"66"
36,21,"66"
48,8,"66"
5,91,"66"
3,59,"66"
7,13,"66"
63,8,"66"
7,7,"66"
82,4,"66"
60,7,"66"
37,140,"66"
58,10,"66"
8,22,"66"
21,29,"66"
91,11,"66"
47,31,"66"
20,21,"66"
25,7,"66"
3,127,"66"
53,61,"66"
55,33,"66"
23,41,"66"
20,5,"66"
22,47,"66"
101,5,"66"
36,71,"66"
10,62,"66"
5,119,"66"
7,127,"66"
25,4,"66"
111,4,"66"
91,3,"66"
18,71,"66"
26,4,"66"
22,46,"66"
4,155,"66"
9,48,"66"
62,10,"66"
41,41,"66"
18,99,"66"
16,77,"66"
11,38,"66"
30,46,"66"
82,1,"66"
6,3,"66"
82,7,"66"
4,60,"66"
16,106,"66"
26,84,"66"
42,34,"66"
7,139,"66"
50,31,"66"
26,7,"66"
10,28,"66"
64,16,"66"
58,19,"66"
23,10,"66"
12,1,"66"
65,7,"66"
15,15,"66"
7,105,"66"
29,26,"66"
55,64,"66"
20,104,"66"
30,3,"66"
54,8,"66"
23,110,"65"
2,153,"65"
53,38,"65"
17,66,"65"
6,32,"65"
7,107,"65"
20,13,"65"
84,4,"65"
89,20,"65"
20,117,"65"
7,79,"65"
81,3,"65"
11,65,"65"
11,98,"65"
67,22,"65"
41,29,"65"
20,110,"65"
50,24,"65"
18,88,"65"
4,134,"65"
38,4,"65"
16,96,"65"
84,9,"65"
79,8,"65"
4,146,"65"
24,58,"65"
18,13,"65"
12,58,"65"
88,13,"65"
96,4,"65"
37,8,"65"
79,20,"65"
24,10,"65"
41,9,"65"
12,98,"65"
22,38,"65"
37,75,"65"
15,46,"65"
37,163,"65"
11,36,"65"
109,4,"65"
18,48,"65"
74,34,"65"
56,62,"65"
69,44,"65"
69,5,"65"
26,1,"65"
18,98,"65"
55,35,"65"
43,22,"65"
20,36,"65"
54,52,"65"
41,2,"65"
9,54,"65"
20,129,"65"
7,42,"65"
55,76,"65"
4,156,"65"
37,125,"65"
27,23,"65"
20,45,"65"
8,62,"65"
30,48,"65"
11,48,"65"
34,18,"65"
19,79,"65"
21,5,"65"
19,65,"65"
97,3,"65"
5,24,"65"
12,39,"65"
31,31,"65"
11,112,"65"
51,58,"65"
33,58,"65"
21,58,"65"
56,87,"65"
45,9,"65"
76,3,"65"
56,35,"65"
64,2,"65"
4,109,"65"
4,131,"65"
25,19,"65"
89,9,"65"
7,118,"65"
55,6,"65"
9,63,"65"
114,3,"65"
72,27,"65"
7,82,"65"
72,28,"65"
104,9,"65"
5,88,"65"
17,24,"65"
16,88,"65"
12,46,"65"
3,12,"65"
36,3,"65"
15,92,"65"
7,44,"65"
101,7,"65"
4,163,"65"
6,66,"65"
9,129,"65"
36,25,"65"
36,28,"65"
3,145,"65"
13,35,"65"
20,80,"65"
15,42,"65"
11,31,"65"
8,4,"65"
42,33,"65"
33,24,"65"
14,52,"65"
7,164,"65"
82,3,"65"
17,2,"65"
3,136,"65"
74,52,"65"
17,52,"65"
18,54,"65"
16,101,"65"
72,19,"65"
18,32,"65"
56,70,"65"
68,6,"65"
22,41,"65"
33,55,"65"
77,35,"65"
40,78,"65"
18,5,"65"
25,21,"65"
4,84,"65"
38,62,"65"
40,13,"65"
11,93,"65"
25,64,"65"
19,93,"65"
42,45,"65"
37,20,"65"
80,11,"65"
41,23,"65"
96,7,"65"
2,77,"65"
60,5,"65"
75,16,"65"
33,21,"65"
96,5,"65"
42,39,"65"
15,49,"65"
75,13,"65"
38,52,"65"
41,8,"65"
33,45,"65"
65,11,"65"
20,89,"65"
32,12,"65"
51,39,"65"
73,12,"65"
25,5,"65"
12,3,"65"
21,33,"65"
25,3,"65"
37,57,"65"
7,101,"65"
19,50,"65"
56,85,"65"
5,69,"65"
79,5,"65"
54,31,"65"
21,74,"65"
21,12,"65"
55,41,"65"
28,61,"65"
4,82,"65"
41,6,"65"
2,241,"65"
12,89,"65"
2,192,"65"
85,15,"65"
23,8,"65"
56,22,"65"
27,30,"65"
3,47,"65"
3,142,"65"
12,102,"65"
7,158,"65"
26,101,"65"
25,30,"65"
22,8,"65"
79,18,"65"
47,26,"65"
9,65,"65"
43,80,"65"
50,42,"65"
33,28,"65"
4,124,"65"
2,181,"65"
5,112,"65"
56,77,"65"
5,113,"65"
9,115,"65"
32,14,"65"
15,41,"65"
74,50,"65"
6,88,"65"
18,67,"65"
26,94,"65"
7,195,"65"
10,23,"65"
65,10,"65"
33,36,"65"
51,15,"65"
10,85,"65"
7,154,"65"
67,4,"65"
7,68,"65"
77,48,"65"
78,40,"65"
3,21,"65"
3,38,"65"
26,14,"65"
